id,tokens,slots,intent
train-00777,what is the least expensive business class flight between boston and san francisco,O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-00778,what flight from boston to baltimore is the least expensive flight,O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative I-cost_relative O,atis_flight
train-00779,i would like to find the least expensive flight from boston to denver,O O O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00780,what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number,atis_airfare
train-00781,what is the least expensive flight from atlanta to boston,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00782,what are the most expensive first class tickets between atlanta and dallas,O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00783,what is the most expensive one way fare between detroit and westchester county,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
train-00784,i'd like to find the least expensive one way fare from boston to philadelphia,O O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00785,list least expensive flight from dallas to baltimore,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00786,the most expensive flight between boston and philadelphia,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00787,what is the lowest cost fare that delta has between boston and san francisco,O O O B-cost_relative I-cost_relative O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
train-00788,what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number,atis_flight
train-00789,show me the most expensive one way first class fare from baltimore to dallas,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00790,what's the most expensive way i can fly to washington,O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name,atis_flight
train-00791,what is your least expensive fare between atlanta and boston,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00792,i want to depart washington april twentieth to atlanta least expensive fare,O O O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number O B-toloc.city_name B-cost_relative I-cost_relative O,atis_flight
train-00793,what is the most expensive flight from dallas to baltimore,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00794,what is the lowest cost for a one way ticket from boston to washington,O O O B-cost_relative I-cost_relative O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00795,show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O B-toloc.city_name,atis_flight
train-00796,list lowest cost flight from dallas to baltimore that serves a meal,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-meal,atis_flight
train-00797,what is the least expensive one way fare from boston to san francisco,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
train-00798,what is the most expensive one way fare from boston to atlanta on american airlines,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_airfare
train-00799,what is the least expensive flight today from atlanta to san francisco,O O O B-cost_relative I-cost_relative O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-00800,what is the least expensive business class flight between atlanta and dallas,O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00801,what is the least expensive flight from atlanta to denver leaving on october twelfth,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number,atis_flight
train-00802,what is the least expensive flight available from dallas fort worth to san francisco,O O O B-cost_relative I-cost_relative O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-00803,okay that sounds great let's go from atlanta on april twenty one in the morning to dallas least expensive fare one way,O O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day O B-toloc.city_name B-cost_relative I-cost_relative O B-round_trip I-round_trip,atis_flight
train-00804,show me the most expensive fare,O O O B-cost_relative I-cost_relative O,atis_airfare
train-00805,what is the least expensive one way fare from boston to pittsburgh,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
train-00806,show me the most expensive one way flight from detroit to westchester county,O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-00807,show me the lowest price from dallas to baltimore,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00808,i would like the least expensive airfare flight on sunday to pittsburgh from san francisco,O O O O B-cost_relative I-cost_relative O O O B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name,atis_airfare
train-00809,show me the least expensive flight from miami to new york on a sunday with first class fare,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-class_type I-class_type O,atis_flight
train-00810,show me a list of ground transportation at boston airport,O O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00811,list all the takeoffs and landings at general mitchell airport,O O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
train-00812,what airlines service pittsburgh airport,O O O B-airport_name I-airport_name,atis_airline
train-00813,what ground transportation is available at the atlanta airport,O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00814,list all the takeoffs and landings at general mitchell international,O O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
train-00815,please give ground transportation at denver airport,O O O O O B-airport_name I-airport_name,atis_ground_service
train-00816,what ground transportation is available at the boston airport,O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00817,what type of ground transportation is there at the las vegas airport,O O O O O O O O O B-airport_name I-airport_name I-airport_name,atis_ground_service
train-00818,list the takeoffs and landings at general mitchell international,O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
train-00819,please give grounds transportation at dallas airport,O O O O O B-airport_name I-airport_name,atis_ground_service
train-00820,list all takeoffs and landings at general mitchell international,O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
train-00821,is there ground transportation from the milwaukee airport to the downtown area,O O O O O O B-airport_name I-airport_name O O O O,atis_ground_service
train-00822,does tacoma airport offer transportation from the airport to the downtown area,O B-airport_name I-airport_name O O O O O O O O O,atis_ground_service
train-00823,show me the ground transportation in the salt lake city airport,O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name,atis_ground_service
train-00824,is there ground transportation available at the salt lake city airport,O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name,atis_ground_service
train-00825,does the phoenix airport have ground transportation to and from downtown,O O B-airport_name I-airport_name O O O O O O O,atis_ground_service
train-00826,is there ground transportation available at the phoenix airport,O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00827,is there ground transportation available at the indianapolis airport,O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00828,show me the airlines that use love field,O O O O O O B-airport_name I-airport_name,atis_airline
train-00829,what type of ground transportation is available at logan airport,O O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00830,what ground transportation is available at denver airport,O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00831,how long does the ground transportation take from the salt lake city airport,O O O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name,atis_ground_service
train-00832,what type of ground transportation is available at philadelphia airport,O O O O O O O O B-airport_name I-airport_name,atis_ground_service
train-00833,what ground transportation is available between phoenix airport and downtown phoenix,O O O O O O B-airport_name I-airport_name O O B-city_name,atis_ground_service
train-00834,tell me about ground transportation in st. petersburg airport,O O O O O O B-airport_name I-airport_name I-airport_name,atis_ground_service
train-00835,what ground transportation is available between pittsburgh airport and downtown pittsburgh,O O O O O O B-airport_name I-airport_name O O B-city_name,atis_ground_service
train-00836,is there ground transportation in st. louis,O O O O O B-city_name I-city_name,atis_ground_service
train-00837,show me ground transportation information for san francisco,O O O O O O B-city_name I-city_name,atis_ground_service
train-00838,ground transportation in westchester county,O O O B-city_name I-city_name,atis_ground_service
train-00839,what is the ground transportation in san diego,O O O O O O B-city_name I-city_name,atis_ground_service
train-00840,show me ground transportation in westchester county,O O O O O B-city_name I-city_name,atis_ground_service
train-00841,is there any ground transportation to the city in dallas,O O O O O O O B-city_name I-city_name I-city_name,atis_ground_service
train-00842,show me the ground transportation to westchester county,O O O O O O B-city_name I-city_name,atis_ground_service
train-00843,is ground transportation available in st. louis,O O O O O B-city_name I-city_name,atis_ground_service
train-00844,i would like information on ground transportation city of boston between airport and downtown,O O O O O O O B-city_name I-city_name I-city_name O O O O,atis_ground_service
train-00845,what's the ground transportation in westchester county,O O O O O B-city_name I-city_name,atis_ground_service
train-00846,what ground transportation is available in san francisco,O O O O O O B-city_name I-city_name,atis_ground_service
train-00847,ground transportation for las vegas,O O O B-city_name I-city_name,atis_ground_service
train-00848,ground transportation in las vegas,O O O B-city_name I-city_name,atis_ground_service
train-00849,what is the ground transportation available in fort worth,O O O O O O O B-city_name I-city_name,atis_ground_service
train-00850,please list ground transport in san francisco,O O O O O B-city_name I-city_name,atis_ground_service
train-00851,ground transportation in san jose,O O O B-city_name I-city_name,atis_ground_service
train-00852,i'd like to know the ground travel available in fort worth,O O O O O O O O O B-city_name I-city_name,atis_ground_service
train-00853,what kind of ground transportation is available in las vegas,O O O O O O O O B-city_name I-city_name,atis_ground_service
train-00854,in dallas fort worth i would like information on ground transportation,O B-city_name I-city_name I-city_name O O O O O O O,atis_ground_service
train-00855,show me ground transportation in san francisco,O O O O O B-city_name I-city_name,atis_ground_service
train-00856,show me ground transportation information for dallas fort worth,O O O O O O B-city_name I-city_name I-city_name,atis_ground_service
train-00857,tell me about ground transportation at salt lake city,O O O O O O B-city_name I-city_name I-city_name,atis_ground_service
train-00858,ground transportation for st. paul,O O O B-city_name I-city_name,atis_ground_service
train-00859,at the charlotte airport how many different types of aircraft are there for us air,O O B-city_name I-city_name O O O O O O O O O B-airline_name I-airline_name,atis_aircraft
train-00860,show me ground transportation in fort worth,O O O O O B-city_name I-city_name,atis_ground_service
train-00861,what is the ground transportation available in the city of fort worth,O O O O O O O O O O B-city_name I-city_name,atis_ground_service
train-00862,i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-00863,hi i'm calling from boston i'd like to make a flight to either orlando or los angeles,O O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name B-or B-toloc.city_name I-toloc.city_name,atis_flight
train-00864,show me the flights from pittsburgh to san francisco for thursday night or friday,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name,atis_flight
train-00865,show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
train-00866,show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name,atis_flight
train-00867,show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name B-or B-fromloc.city_name,atis_flight
train-00868,flights from milwaukee to phoenix on saturday or sunday american airlines,O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name B-airline_name I-airline_name,atis_flight
train-00869,i'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day,atis_airfare
train-00870,i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-or B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
train-00871,what are the flights from dallas to boston for tomorrow night or evening,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day B-or B-depart_time.period_of_day,atis_flight
train-00872,which are the flights from denver to baltimore or washington dc,O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code,atis_flight
train-00873,in the next two days i want to fly from nashville to san jose or to tacoma,O O B-depart_date.date_relative O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-or O B-toloc.city_name,atis_flight
train-00874,list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-or O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-00875,show me flights between milwaukee and phoenix on saturday or sunday american airlines,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name B-airline_name I-airline_name,atis_flight
train-00876,what american airlines flights depart milwaukee for phoenix on saturday or sunday,O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name,atis_flight
train-00877,show me the flights from denver to baltimore or washington dc that arrive before or around noon,O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code O O B-arrive_time.time_relative B-or B-arrive_time.time_relative B-arrive_time.time,atis_flight
train-00878,show me flights to philadelphia coming from baltimore or denver or pittsburgh,O O O O B-toloc.city_name O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name,atis_flight
train-00879,show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,O O O O O O O O O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-00880,show me flights from milwaukee to orlando on wednesday night or thursday morning,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-00881,show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number B-or B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
train-00882,give me the flights from milwaukee to phoenix on saturday or sunday on american airlines,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name O B-airline_name I-airline_name,atis_flight
train-00883,show me all the flights to baltimore from denver or philadelphia or pittsburgh,O O O O O O B-toloc.city_name O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name,atis_flight
train-00884,i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-or O O O O O,atis_flight
train-00885,i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or B-depart_time.period_of_day,atis_flight
train-00886,i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number B-or O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_flight
train-00887,show me flights from milwaukee to orlando on wednesday evening or thursday mornings,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-00888,show me the flights from boston to pittsburgh on wednesday or thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name,atis_flight
train-00889,i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name B-or B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
train-00890,anything from baltimore or washington with a stopover in denver going to san francisco,O O B-fromloc.city_name B-or B-fromloc.city_name O O O O B-stoploc.city_name O O B-toloc.city_name I-toloc.city_name,atis_flight
train-00891,get last flight from oakland to salt lake city on wednesday or first flight from oakland to salt lake city on thursday,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-or B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
train-00892,bring up flights from milwaukee to orlando on wednesday night or thursday morning,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-00893,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or O O O B-depart_time.period_of_day,atis_flight
train-00894,i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day O B-or B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day,atis_flight
train-00895,fare code y what does that mean,O O B-fare_basis_code O O O O,atis_abbreviation
train-00896,what does fare code m mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00897,what's the difference between fare code q and fare code b,O O O O O O B-fare_basis_code O O O B-fare_basis_code,atis_abbreviation
train-00898,what does fare code qo mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00899,what does m mean,O O B-fare_basis_code O,atis_abbreviation
train-00900,what does code qw mean,O O O B-fare_basis_code O,atis_abbreviation
train-00901,what does the fare code f mean,O O O O O B-fare_basis_code O,atis_abbreviation
train-00902,what does fare code f mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00903,what is fare code f,O O O O B-fare_basis_code,atis_abbreviation
train-00904,what are fare codes qw and qx,O O O O B-fare_basis_code O B-fare_basis_code,atis_abbreviation
train-00905,what is fare code fn,O O O O B-fare_basis_code,atis_abbreviation
train-00906,what round trip flights between atlanta and denver qualify for fare code qx,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_basis_code,atis_flight
train-00907,list all united flights from boston to san francisco with fare code qx,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-fare_basis_code,atis_flight
train-00908,what is fare code h,O O O O B-fare_basis_code,atis_abbreviation
train-00909,what does fare code q mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00910,what does code y mean,O O O B-fare_basis_code O,atis_abbreviation
train-00911,what is fare class h,O O O O B-fare_basis_code,atis_abbreviation
train-00912,what does fare code y mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00913,what does fare code h mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00914,what is the meaning of fare code qx and qw,O O O O O O O B-fare_basis_code O B-fare_basis_code,atis_abbreviation
train-00915,what does fn under fare code mean,O O B-fare_basis_code O O O O,atis_abbreviation
train-00916,what does the fare code qw mean,O O O O O B-fare_basis_code O,atis_abbreviation
train-00917,list flights from orlando to tacoma on saturday of fare basis code of q,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O O O B-fare_basis_code,atis_flight
train-00918,what's fare code yn,O O O B-fare_basis_code,atis_abbreviation
train-00919,what does q mean,O O B-fare_basis_code O,atis_abbreviation
train-00920,what does fare code bh mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00921,what does code y stand for,O O O B-fare_basis_code O O,atis_abbreviation
train-00922,what does the fare code qx mean,O O O O O B-fare_basis_code O,atis_abbreviation
train-00923,what does the fare code f and fn mean,O O O O O B-fare_basis_code O O O,atis_abbreviation
train-00924,what is the fare code y and what is the fare code h,O O O O O B-fare_basis_code O O O O O O B-fare_basis_code,atis_abbreviation
train-00925,what's the difference between fare code q and fare code f,O O O O O O B-fare_basis_code O O O B-fare_basis_code,atis_abbreviation
train-00926,what does yn stand for,O O B-fare_basis_code O O,atis_abbreviation
train-00927,please explain fare code f,O O O O B-fare_basis_code,atis_abbreviation
train-00928,what is the yn code,O O O B-fare_basis_code O,atis_abbreviation
train-00929,what is fare code y mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00930,what is fare code q,O O O O B-fare_basis_code,atis_abbreviation
train-00931,explain the fare code q,O O O O B-fare_basis_code,atis_abbreviation
train-00932,what does y mean,O O B-fare_basis_code O,atis_abbreviation
train-00933,what is fare code qo mean,O O O O B-fare_basis_code O,atis_abbreviation
train-00934,explain fare code qx,O O O B-fare_basis_code,atis_abbreviation
train-00935,describe fare code qx,O O O B-fare_basis_code,atis_abbreviation
train-00936,show me the continental flights with meals which depart seattle on sunday for chicago,O O O B-airline_name O O B-meal O O B-fromloc.city_name O B-depart_date.day_name O B-toloc.city_name,atis_flight
train-00937,i'd like to go from st. paul to kansas city on friday with a meal,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal,atis_flight
train-00938,give me the saturday morning flights from chicago to st. paul on continental that have meals,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name O O B-meal,atis_flight
train-00939,i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal,O O O O O O B-flight_mod O O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-meal,atis_flight
train-00940,please list all the flights from boston to denver which serve meals,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal,atis_flight
train-00941,what is the earliest flight from boston to san francisco that serves a meal,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal,atis_flight
train-00942,show me all flights from pittsburgh to baltimore tomorrow which serve a meal,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O O O B-meal,atis_flight
train-00943,list flights from st. paul to kansas city friday in the evening with a meal included,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O B-depart_time.period_of_day O O B-meal O,atis_flight
train-00944,what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday,O O O O O O O O B-meal O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O B-depart_date.day_name,atis_airfare
train-00945,give me the flights from chicago to seattle saturday morning that have meals,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O B-meal,atis_flight
train-00946,i'm trying to fly from denver to boston and i want a flight that serves a meal,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-meal,atis_flight
train-00947,show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are,O O O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O O O B-meal O O O O O O O,atis_flight
train-00948,what flights are there from atlanta to oakland on thursday with in flight meals,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal,atis_flight
train-00949,does flight ua 270 from denver to philadelphia have a meal,O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-meal,atis_flight
train-00950,what flights from st. paul to kansas city on friday with a meal,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal,atis_flight
train-00951,give me the flights from seattle to chicago that have meals on continental saturday morning,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal O B-airline_name B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-00952,list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O O O B-meal,atis_flight
train-00953,show me the earliest flight on august second from boston to denver that serves a meal,O O O B-flight_mod O O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O O O B-meal,atis_flight
train-00954,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O B-arrive_time.time_relative B-arrive_time.time,atis_flight
train-00955,the earliest flight from boston to san francisco please that will be serving a meal,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O B-meal,atis_flight
train-00956,find the earliest flight from boston to san francisco that serves a meal,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal,atis_flight
train-00957,please list the flights from st. paul to kansas city on friday night that serve meals,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O B-meal,atis_flight
train-00958,show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time,atis_flight
train-00959,in flight meal oakland to philadelphia saturday,O O B-meal B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
train-00960,on the earliest flight from san francisco to atlanta on delta is a meal being served,O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name O O B-meal O O,atis_flight
train-00961,what continental flights go from chicago to seattle before 10 am in the morning that have a meal,O B-airline_name O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O O O B-meal,atis_flight
train-00962,give me the saturday morning flights on continental that have meals from chicago to minneapolis,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-airline_name O O B-meal O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-00963,the latest flight from baltimore to oakland please and i'd like a meal with that,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O O O B-meal O O,atis_flight
train-00964,list all tower air flights with meals,O O B-airline_name I-airline_name O O B-meal,atis_flight
